text,label
Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace?  #MissWorld2014 ,1
@juskoniall funny joke there bae... ,1
I love context and large ensemble Fridays!!!!! Der my most favourite #Sarcasm #GetTheFuckOut ,1
The moral police & vigilante's are very quiet with every #rape. I suppose it is Indian culture then?  #uber #DelhiRape ,1
@TheDamienSandow & @mikethemiz cut a promo then @KaneWWE states he's facing @WWEAdamRose oh yay!! ,1
@Charlottegshore wow that's impressive...I have to force myself to go just as I will be doing later! #gymfanatic ,1
@Deggisfox that's totally obscure... ,1
@DotunAkin_ to finally win the champs league.. No teams are that good this year and we've got a solid draw  #banter #stillgoingout ,1
"@carolinedries @julieplec so basically the only storyline for Caroline Forbes in this season is called Stefan""^^ great! """,1
Testing water temperatures #excitingtimes #Not ,1
@scottishfirst @PG1888 Whilst #SLabour #BlairMcDougal #DeputyDug recon its in #MeltDown safe in #BetterTogether of course ... ,1
I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly ,1
Appreciate @Raheelk that he has spared suspending our accounts^^ only blocked us. ,1
Waking up with your cat attacking your hand is always delightful.....  ,1
@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed ,1
Crime figures: true picture may be worse than feared^^ says think-tank report | via @Telegraph  Surprised? ,1
So now its Hamilton on a Monday night? Thanks @BTSportSPFL for all those evening games you give us^^ saturday football is overrated! ,1
Gotta love the sound of rain beating against the window on Christmas Day..  #whereswinter ,1
I'm a Victoria Secret model. It's such a secret not even Victoria knows.   ,1
:unamused_face: Half of the testing group was very helpful today. ,1
Whoops. Didn't know I had to live up to other people's expectations instead of mine. Let me just fix that.  #sorrynotsorry #soz ,1
Can't wait for next year when it's a Cyber Month Sale. ,1
@carlytyler @greateranglia let's face it^^ at the mo there's delays on any day ending in a y! #valueformoneynot ,1
"I love that when a female expresses herself in an emphatic manner^^ it's always attributed to her menstrual cycle."" -Mags  #PMS """,1
@94irwinjb I'm so persuasive lol ,1
@ the hospital for a new allergy test... Love it. ,1
@XboxSupport even your link to the service alert is down. ,1
And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome :face_with_look_of_triumph: ,1
@Johnnyebs06 oh joy^^ now i get to have even more of them in my living room!  #putyourtoysaway #badboyfriend ,1
Human brains disappear every day. Some of them have never even appeared.. ||http://t.co/Fb0Aq5Frqs||#brain #humanbrain ,1
Turns out a sausage butty from burger king is just a burger. Really enjoyed eating that at half 8 in the morning.  #feelshit ,1
Ma thing   ,1
I blame my mom. Mother of the Year  ,1
Working on Boxing Day is so fun ,1
It's too bad all this is happening to #TheInterview^^ it looks like a really good movie. ,1
@Mark_Coker gun laws will fix everything ,1
S/O to the Bengals for sucking it up yesterday. Totally made it worth me staying up 24 hours yesterday and coming to work this am. ,1
:weary_cat_face::face_screaming_in_fear::weary_cat_face::face_screaming_in_fear::weary_cat_face::face_screaming_in_fear: #POPCORN!!!!!! :face_with_tears_of_joy::father_christmas::face_with_tears_of_joy::father_christmas::face_with_tears_of_joy::pistol::pistol: bringing this at movie tuesday night!!   ,1
Pulling my books out to prepare to organize my new bookshelves caused me to forget to bring my book today.  ,1
Mom: how about we bring your physical trainer Dunckin' Donuts. |Yes.. bringing donuts to a fitness fanatic would make perfect sense ,1
@jimjefferies you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor.... ,1
Thank you Harding science department for only giving us 55 minutes for our final. ,1
@Mike_Ashley_Out @towlawrian @nufcfans I guess this is where he lost a couple of million to Lambias^^ is it?   #LudicrousStory ,1
also sick names ,1
@TelegraphPromos @Mistress_Fiona Second prize is TWO signed copies of Boris' book. #onlyKidding ,1
#Corpsman wisdom: I had a head cold^^ so I took my own advice - Motrin^^ hydrated and changed my socks. Cold eliminated  #navy ,1
@BigKev67 @jennyah46 it's ok Kev^^ Gurney's bowling the next over ,1
I take blazing hot showers so I can get used to burning in the pits of hell. #ifitsreal ,1
: Entertaining journalists collecting facts about annoying dentists. #Entertaining=#Annoying #FactAboutDentist ,1
Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook|| ,1
Why am I sick? *looks at other tweets* oh yeah sex...  #lame ,1
My stomach is a Wonderland for gas inducing bacteria. #blessed ,1
Thank God the #Knicks re-signed Carmelo.  #TheBullsCanHaveHim ,1
Should be a balanced view then  @pjhelliar @theprojecttv ,1
Off to brave Tesco. Humungous shopping list^^ hail outside #ohbliss ,1
working a double on 2 hours of sleep here we go let's get it ,1
Ooh! Someone knows how to click the 'Unfollow' button. I'm impressed!  #beforeCoffee  ,1
Double dance with the boys is what makes a Monday worthwhile ,1
Obama wants closer relations with a Marxist nation... I'm SHOCKED I tell you!  SHOCKED!    #cuba  ,1
Being able to think your self angry is such a nice gift to have...  #ItsACurse ,1
The Bay Area storm is so big that tons of people's work was canceled today^^ causing me to be early to mine.  #stormageddon ,1
Cool to know I have people I can talk to when having a shit night. ,1
@dudleymbc happy new year to you too!! Thanks for the reply ,1
A tiring selfiee!!but yet looks #freshh :P Aftr long work!!! I love unii   ,1
In other news i havent had a good nights sleep in a week. I feel great. ,1
I think I might be an artist  #flowers #pretty #love #beautiful #painting #art #nature #lchs  ,1
@fausAlien i don't like yellow but most of my things are yellow.  hi kapitana!!! Nagaaral kmi ni @Gel_ALIENlover ASDFGHJKL HUHUHU ,1
Take my time because I want it all right?   ,1
Leaving whilst its dark is fun.  ,1
@Ike58Reese I know^^ but in the big spot (the only time I've watched him) he choked! Haha! Must mean he sucks^^ right? ,1
Can't wait to work with the dream team again today!! #delilyfe  :see-no-evil_monkey: ,1
I just love a chaotic school run!!!... ,1
@joshtiffers this is my new fave thing on facebook  #sexpest  ,1
My luck just keeps getting better and better ,1
@RWwatchMA Deutsch is a misogynistic toad; how shocking he's a bigot too  .... #HandsUpDontShoot ,1
@lucasharriss_ Ok^^ hope it will rain soon  :confounded_face: ,1
Second day in a row that I'm late to work. Thanks^^ @MTA. Service definitely worth a fare hike.   ,1
Yeah so I'm on a diet:slice_of_pizza:   ,1
"Don't be offended when you hear #HappyHolidays when people refer to #Christmas. The word 'holiday' is derived from Holy Day"". #fb """,1
It is always nice when I am taking a cig break at like 2am at my house and I hear weird creepy noises and its really dark ,1
J Cole has a song about being a Virgin and then not being a virgin. #musicalgenius #innovation ,1
Happy 2nd anniversary to me in SGV. Happy OT here in client. Woohoo. I loooooove my job. Super. More years to go!!!!!!!!! ,1
We'll that was a great way to start off my morning :grinning_face: ,1
Now I see why this play wasn't reviewed. Because it wasn't even close.   ,1
@danisnotonfire which one is more disturbing dan? Tickling an elf's:aubergine: or biting it..... #philisinnocent  :grinning_face_with_smiling_eyes::pistol:  ,1
@jimspellmanTV @RT_com hitting the big issues^^ champ. ,1
@RealFrnkPhister Even though @PGA_JohnDaly's got more ex-wives than @PGATour majors^^ I'm happy for that washed-up mess... #Not!! #Blocked ,1
#Video on #Jesus and #Bulldogs which is #deep and #meaningful|cough^^ |#dog #dogs #bulldog #religion #vlog|http://t.co/HoUeTiFR2N ,1
@Fleshframes plus my memory is short and I deleted all those pic you shared. Boom. ,1
Nice weekend off but back at work tonight. Over the fucking moon ,1
@Heathmusic So...I should click on the link in your private message to see the nasty rumor going around about me?  #boohackers ,1
My current Christmas song obsession. Played it non-stop all weekend   via @YouTube ,1
For 9 grand a year we definitely get all of the information we need in this practical class ,1
The  of taking a break from reading about #socialmedia to check my social media. ,1
@kirsch71 @united I hope that all those people who missed connecting flights take joy in this wonderful experience.  #sorrynotsorry ,1
@NovusOrdoWatch He was caught attending...*gasp* a Latin Mass. ,1
I love how @Gcash14 can stay up and tweet but can't stay up and hang out with me! #truebro ,1
"The worst is when they consider things like conservative tribune"" as a credible source of information. Totally not bias. """,1
I just want to thank e-l-e-n-a-t on tumblr for spoiling me #BOFA -.- ... Honestly? Fuck you! #martinfreeman ,1
I love waking up five minutes before I have to be at school... ,1
Its gonna be a loooong day..  but yolo lets have fun :smiling_face_with_open_mouth_and_tightly-closed_eyes: ,1
Being used is such a great feeling... ,1
Meanwhile in Zimbabwe the South African imposed government promises to stamp out corruption. ,1
A 'republican move' which will 'effectively rob the royals'. Kate's spending 32k on1meal^^ who is being robbed?   ,1
My finger is so ducking attractive without my bandage tbh!!! ,1
Accidentally breaking your own computer when your tech support! Haha ^^ talk about employee of the month  #techSupport :personal_computer::floppy_disk::pistol: ,1
So glad all that voting was put to good use! ,1
Ppl make blanket statements about a whole race as a defense that they are sick of hearing about race ,1
I just love being wide awake at 4am ,1
"The word Taliban"" comes from the root word ""Talib"" which means a student. |#PeshawarAttack #DeathToTaliban #DeathToISIS """,1
Yay its fucking Monday life is so perfect and magical I love everything ,1
Event technology session is having Internet problems.   #HSC2024 ,1
Can anyone tell iv been uploading items onto depop today lol  #lotsofdepopuploaded ,1
#obama @DemocratWire announce special urgent package for #Pakistan .. supported by @GOP to enhance their fight against obscurantists. #NOT ,1
Everybody is out there traveling the world and I'm sitting here studying maps for my last exam #jealousy  #almostdone ,1
cleaning up spew is a definite highlight of my job!! ,1
@Dov67 @ThisIsPalestine Actually Israel's demand renders it antisemitic acc to your mate's favourite non definition of antisem. ,1
Thank you^^ strange vet husband at the bar^^ for reminding me that I will be in debt until I die.   #studentloans ,1
Love that I can count on people. ,1
@CalmKitchen @menhealuk I smashed my Samsung galaxy running back to the car trying to avoid a parking ticket ,1
Just great when you're mobile bill arrives by text ,1
The fun part about 4 am drives in the winter^^ is no one has cleaned the snow yet ,1
Yea I love it when 2 is already throwing a tantrum upon waking up. Totally. Awesome. :ok_hand_sign:  @NannyProbss ,1
: World's most villainous climate criminal^^ Australia^^ attempts to heavy other nations at Lima  #auspol ,1
It's almost 1am and @princezz1989 and I are arguing on why the guy is cute or not. Really. This is our lives. Come on were adults. ,1
Thanks @garrynewman for taking down  <3 We all love you for this <3 ,1
@caboosemichaelj yeah. So as you can see^^ I have great success with the ladies! And I'm totally excited for having sex some more! ,1
Having nothing you studied be on the test is just fckn greaaat ,1
The biggest  is that #Taliban gunned down school kids in the same country that #Malala received the Nobel prize for #Education #Ouch ,1
What a B.E.A.utiful day in Scotland!! :) #rain #gales  lol ,1
Looking forward to doing my 4 page essay tonight :face_savouring_delicious_food: seems like fun ,1
how is it possible that somebody so interesting is also so^^ so^^ so boring?  #what ,1
SEEING @AlpEmiel ON SATURDAY whaddddddup #legend ,1
#great  #A #All #Burst #Christmas #diy #crafts|Please RT:   ,1
Taking a final then going straight to work. I'm just peachy about it. ,1
@sickill buuuut fast iteration and prototyping to production-ready code! ,1
Girls who dip>>> ,1
Monday mornings are my fave :) ,1
Thanks mum for farting ... Not once^^ but twice during dinner with the BF. #NiceOne ,1
Shoutout to my mom for being hella supportive of me ,1
The  of how worst films become must see #films:  ,1
@maiwaby You are freer in Bethlehem than you would be anywhere in rest of the Arab world!   much ,1
@SouthamptonFC @whufc_official Yeah thanks for that! ,1
".@ibnlive is the first to cut to ads during primetime to proudly announce that they're putting journalism first"". #Irony #NLprimetime """,1
Good thing y days not ruined.... ,1
@dannyV916 @bagmansgirl Yes. I want to honor someone who died so I'll go steal a TV and Xbox and whatever else I feel entitled to ,1
Dang my selfie game is on point when I'm drinking  #actuallysorry ,1
So if three geeks can bring down the whole of Microsoft and Sony networks..my annual firewall subscription is worth every penny!|| ,1
Good news! Thanks to the #ACA^^ my husbands insurance premium jumped up 971.2% in one year! Hooray!  #ThanksObama ,1
".@ChrisBrett2 @/RBRNetwork1 @GaryBlackal @DiveConLFP I think it's your white skin. Or racist DNA"". He's a geneticist too^^ did ya know?  """,1
Nothing is better then an 8am class. ,1
Cluck! RT @DJB627: Most transparent administration ever sends password-protected documents to Oversight.  #Gruber ,1
Working super early on a Friday^^ when your will is weakest^^ is a pure treat.  #tired #stormageddon #ArrowMidSeasonFinale ,1
Nothing like waking up to the sweet sounds of your cat trying to chew the shoelaces off your husband's new boots ,1
Coin ! WatcherOnAWall: Anyone else find it sad that we have to remind Conservative Republicans that Torture is wrong? #TortureReport ... ,1
Eating sweets in PE ,1
No need to act like I'm the fav child^^ I know this already. ,1
Funny your the broken one now Im the only one who needed saving.| ,1
Love that I still have kids that still wake up early on Christmas  #justkiddingIlovethem ,1
Oh how I love this   ,1
Love that my buses are every half an hour:angry_face::pouting_face::face_with_look_of_triumph: ,1
@mmamania what time is the UFC press conference tomorrow with names of numerous fighters getting cut ,1
I just love when you test my patience! :white_smiling_face:? ,1
Welcome to twitter @orafa2 myself n @SlimDandyMUFC r at ur service as ur twitter coaches ,1
@BIGJOEONTHEGO #ThingsBetterThanTitansJags napalm hotwings #bigjoefavorite  love the show #keep it real ,1
You know when you send presents to friends who live far away and they never get there.. and you handmade most of the stuff.. yay ,1
I used to joke around about my cats being able to open my doors^^ never expected it happen. ,1
crushes are great until you realize they'll never be interested in you.| :p ,1
So there used to be a crossfit place here....  #pizzawins  ,1
how half of the world is suffering from obesity and the other half is dying of famine!!!!! ,1
If his Twitter account is any sign^^ then this book looks to be a must read  id rather read twilight  ,1
UK PM making sure child abusers are brought to justice. I can assume people will be brought to justice  #lies  ,1
"Balak to Balaam: Come now^^ curse this people for me..for I know that he whom you bless is blessed^^ and he whom you curse is cursed."" """,1
doing mental calculations and realizing that your chances of passing a module are slim to none is fantastic ,1
"My future? I still enjoy it (playing football) too much and I play with passion"" -Totti......oh no the team is doomed..... #asroma """,1
Awh I love her replies^^ they get me feeling all types of ways!  #noreplies #StoryOfMyLife  ,1
@bmw937 stoked... ,1
Are they allowed to be touching each other's kneecaps like that?? #questionable #NOA #onuchapel ,1
I'm seeing #catfish while I search for a #fishsitter for my #goldfish^^ #LoveLife ,1
I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it  :face_with_tears_of_joy: ,1
"@HikeTheGamer: .@PlayStation @Xbox EVERYTHING IS AWESOME!!!!!!!!!!!!!!!!!!!! :)   """,1
@veebex haha cannot wait for monday  at it's best.. cheers ,1
the people #BillCosby looked down upon are ones coming to his defense. This isn't about race^^it's about rape!  ,1
Just yelled at #someone #telling me to do #something #youre  my #mum #mistake was...it was actually my mum ,1
What an Irony! The Police divide us^^ The Terrorists Unite us! #Terrorism #PoliceBrutality ,1
I shun the workplace chit chat^^ to look at what happening on twitter  #randomtweet ,1
Shoes on make-up done ! I'm ready ,1
@SteveSGoddard Steve^^ Steve^^ Steve. That's Data. You'll never win any hearts and minds if you don't appeal for the poor polar bears ,1
@GasBuddyGuy @GasBuddy so glad I bought a diesel car 2 years ago ,1
@therealchris831 like a group of unsuccessful idiots who can't even manage to scrounge up a quarter? That's pretty cool I guess Chris ,1
Sat on yet another stationary @FGW train for 15 minutes with no explanation from the driver. Your service is just top drawer. ,1
Watching Alison Jackson's portfolio of work #eurobest2014 seems she's cracked it. Celebrity + stunt = #viral  ,1
@HMRCcustomers You know this is wrong don't you  Please help us out here #EUVAT ,1
Grown women acting like children is my favorite.  #dramatic ,1
Working hard right now   ,1
Spending the majority of my day in and out of the doctor has been awesome.  ,1
@bophiesurch SHE SHOWED YOU! ,1
Husband coming home early? #mongkok #kowloon #hongkong #dongiotravels  #50thfloor ...   ,1
@ddelafebre illridewithyou ,1
Ready to conquer the day:face_with_stuck-out_tongue_and_winking_eye:  @yn0htna #leavemealonemom #my2fave:heavy_black_heart:?#bahhumbug  ,1
MLS Transactions 2015 #MLS  making waves again   2 b fair it will take more than 2 players to fix this ,1
Bush Govt to be prosecuted under Geneva Convention for torture after CIA methods & VP admission exposed.  ,1
Just got an email from the law school saying 3 people have infringed copyright by not referencing properly..in our essay on copyright ,1
The BOLD BAKERY by Sarah-Brockett #bakery   ,1
99 % of Maldives is water. Yet^^ we're experiencing a water shortage. ,1
"*rushes to take the Which Christmas cookie am I?"" personality test* """,1
@TheStarPhoenix #spnews #yxe I hope you weren't driving when you took that picture.  ,1
Fun night with these girls. It may look like we are eating dessert but its just for show ...  ,1
Breaking news!  RT @liverpool: Mario Balotelli isn't a team player^^ according to Adel Taarabt  ,1
"@ZozeeBo:The stuff press write about it literally ridiculous!""Would it be harsh to point out the lack of literacy here? #ghostwriter """,1
It's being 200 yrs since the west had their industrial revolution but in 21st cent Ghana^^ an industrial de-revolution is happening. ,1
"Original Content is hard to come by."" -Anonymous #writingtips  #quoteoftheday """,1
@Kennyade92 @RC1023FM there are more lawful ways the lawmakers whould av gone about gaining entrance not by breaking the law  kind of ,1
I guess I'll eat leftovers for breakfast AGAIN^^ while others get black bear.. #cuzididntwantgoodfood  #truth #hungry :unamused_face::thumbs_up_sign: ,1
#Laundrymatfun#LOL#YesIsaidNOT#spincycle#youspinmeround#recordplayer#thatsmykid#80smusic#teachingth  ,1
But someone selling a pack of cigarettes gets a death penalty  #EricGarner ,1
Off to bed can't wait to feel this hangover. | ,1
America released the Cuban spies to get Cuba to release the American spy who caught those Cuban spies. ,1
Buffalo sports media is smarter than all of us. Where else can you get the quality insight offered by Harrington and Busgaglia. ,1
@Tesco Yeah thanks for messing me about and then not delivering on the product^^ i feel really great about how this went down!! #Not #Thanks ,1
Gotta study and I'm like^^ who cares?!  #perksofbeingasenior :thumbs_down_sign: ,1
StephenFry: @FundieFunnies Oooh - busted by superior understanding ...! Crestfallen and shamed.   ,1
"I deff missed my mom yelling up the stairs chanelle wake up!!!!!!"" #lmao  #stfu jks love u cuz you'll prob see this """,1
Time to continue cleaning out my closet. Happy^^ happy^^ joy^^ joy. ,1
Fav part abt Xmas day..getting merry Xmas tweets from ppl who NEVER talk to me #kys #idontcare ,1
A whole day at NS w/clients. YAY. ,1
@MU_Foundation @ManUtd Nice to see @LukeShaw3 taking the time to visit a poorly fan (in hospital Phil Jones)   #Alwaysinjured #MUFC ,1
It's a comforting thought:every tax payer will b reminded of #OCARE being rammed in2 law when answering questions on 2014 tax forms ,1
#LRT -- Gee. Good thing there's no #WarOnWomen. ,1
So let me get this straight he was going to sign with UFC no matter what wifey said? #HappyMarriage ,1
@loic Does it imply you can get off facebook using crack or cocaine? . ,1
So they lost....such a shame...I was really rooting for them ... #LFC ,1
"@AJtedded: Aaaaaand to read Big Sleep"" because can't get any sleep...   """,1
Stuck behind someone who can't do the speed limit #lateforwork #fuck #happymonday ,1
"Gotta love the friends"" I have out here hahahah  #nosuchthing """,1
|| Flattery will get me everywhere  [@TaliaHaleTW] ,1
@SkyNews Wow! I can now afford that holiday I've always wanted! ,1
Times my trip home perfectly  #drenched #sydney #storm #wet  ,1
"This is how I responded|More movies about heterosexuality. I really wish they would stop shoving their lifestyle down our throats."" """,1
Christmas alone😊 how nice  ,1
